id	family	voltage_raw	current_raw	voltage_factor	current_factor	polarity	mv	ma_integer	watts_milli_precision	current_ua	signed_ma	signed_watts	voltage_uv	power_mw
262	scale-sign	5000000	-30000	1000000	1000000	inverted	5000	-30	0.150	-30000	30.00	0.15	5000000	150
263	scale-sign	5000000	30000	1000000	1000000	normal	5000	30	0.150	30000	30.00	0.15	5000000	150
264	scale-sign	5000000	30000	1000000	1000000	inverted	5000	30	0.150	30000	-30.00	-0.15	5000000	150
265	scale-sign	5000000	-31	1000000	1000	normal	5000	-31	0.155	-31000	-31.000	-0.155	5000000	155
266	scale-sign	5000000	-31	1000000	1000	inverted	5000	-31	0.155	-31000	31.000	0.155	5000000	155
267	scale-sign	5000000	31	1000000	1000	normal	5000	31	0.155	31000	31.000	0.155	5000000	155
268	scale-sign	5000000	31	1000000	1000	inverted	5000	31	0.155	31000	-31.000	-0.155	5000000	155
269	scale-sign	5000000	-31000	1000000	1000000	normal	5000	-31	0.155	-31000	-31.000	-0.155	5000000	155
270	scale-sign	5000000	-31000	1000000	1000000	inverted	5000	-31	0.155	-31000	31.000	0.155	5000000	155
271	scale-sign	5000000	31000	1000000	1000000	normal	5000	31	0.155	31000	31.000	0.155	5000000	155
272	scale-sign	5000000	31000	1000000	1000000	inverted	5000	31	0.155	31000	-31.000	-0.155	5000000	155
273	scale-sign	5000000	-50	1000000	1000	normal	5000	-50	0.250	-50000	-50.00	-0.25	5000000	250
274	scale-sign	5000000	-50	1000000	1000	inverted	5000	-50	0.250	-50000	50.00	0.25	5000000	250
275	scale-sign	5000000	50	1000000	1000	normal	5000	50	0.250	50000	50.00	0.25	5000000	250
276	scale-sign	5000000	50	1000000	1000	inverted	5000	50	0.250	50000	-50.00	-0.25	5000000	250
277	scale-sign	5000000	-50000	1000000	1000000	normal	5000	-50	0.250	-50000	-50.00	-0.25	5000000	250
278	scale-sign	5000000	-50000	1000000	1000000	inverted	5000	-50	0.250	-50000	50.00	0.25	5000000	250
279	scale-sign	5000000	50000	1000000	1000000	normal	5000	50	0.250	50000	50.00	0.25	5000000	250
280	scale-sign	5000000	50000	1000000	1000000	inverted	5000	50	0.250	50000	-50.00	-0.25	5000000	250
281	scale-sign	5000000	-51	1000000	1000	normal	5000	-51	0.255	-51000	-51.000	-0.255	5000000	255
282	scale-sign	5000000	-51	1000000	1000	inverted	5000	-51	0.255	-51000	51.000	0.255	5000000	255
283	scale-sign	5000000	51	1000000	1000	normal	5000	51	0.255	51000	51.000	0.255	5000000	255
284	scale-sign	5000000	51	1000000	1000	inverted	5000	51	0.255	51000	-51.000	-0.255	5000000	255
285	scale-sign	5000000	-51000	1000000	1000000	normal	5000	-51	0.255	-51000	-51.000	-0.255	5000000	255
286	scale-sign	5000000	-51000	1000000	1000000	inverted	5000	-51	0.255	-51000	51.000	0.255	5000000	255
287	scale-sign	5000000	51000	1000000	1000000	normal	5000	51	0.255	51000	51.000	0.255	5000000	255
288	scale-sign	5000000	51000	1000000	1000000	inverted	5000	51	0.255	51000	-51.000	-0.255	5000000	255
289	scale-sign	5000000	-895	1000000	1000	normal	5000	-895	4.475	-895000	-895.000	-4.475	5000000	4475
290	scale-sign	5000000	-895	1000000	1000	inverted	5000	-895	4.475	-895000	895.000	4.475	5000000	4475
291	scale-sign	5000000	895	1000000	1000	normal	5000	895	4.475	895000	895.000	4.475	5000000	4475
292	scale-sign	5000000	895	1000000	1000	inverted	5000	895	4.475	895000	-895.000	-4.475	5000000	4475
293	scale-sign	5000000	-895000	1000000	1000000	normal	5000	-895	4.475	-895000	-895.000	-4.475	5000000	4475
294	scale-sign	5000000	-895000	1000000	1000000	inverted	5000	-895	4.475	-895000	895.000	4.475	5000000	4475
295	scale-sign	5000000	895000	1000000	1000000	normal	5000	895	4.475	895000	895.000	4.475	5000000	4475
296	scale-sign	5000000	895000	1000000	1000000	inverted	5000	895	4.475	895000	-895.000	-4.475	5000000	4475
297	scale-sign	5000000	-2000	1000000	1000	normal	5000	-2000	10.000	-2000000	-2000	-10	5000000	10000
298	scale-sign	5000000	-2000	1000000	1000	inverted	5000	-2000	10.000	-2000000	2000	10	5000000	10000
299	scale-sign	5000000	2000	1000000	1000	normal	5000	2000	10.000	2000000	2000	10	5000000	10000
300	scale-sign	5000000	2000	1000000	1000	inverted	5000	2000	10.000	2000000	-2000	-10	5000000	10000
301	scale-sign	5000000	-2000000	1000000	1000000	normal	5000	-2000	10.000	-2000000	-2000	-10	5000000	10000
302	scale-sign	5000000	-2000000	1000000	1000000	inverted	5000	-2000	10.000	-2000000	2000	10	5000000	10000
303	scale-sign	5000000	2000000	1000000	1000000	normal	5000	2000	10.000	2000000	2000	10	5000000	10000
304	scale-sign	5000000	2000000	1000000	1000000	inverted	5000	2000	10.000	2000000	-2000	-10	5000000	10000
305	scale-sign	5000000	-20000	1000000	1000	normal	5000	-20000	100.000	-20000000	-20000	-100	5000000	100000
306	scale-sign	5000000	-20000	1000000	1000	inverted	5000	-20000	100.000	-20000000	20000	100	5000000	100000
307	scale-sign	5000000	20000	1000000	1000	normal	5000	20000	100.000	20000000	20000	100	5000000	100000
308	scale-sign	5000000	20000	1000000	1000	inverted	5000	20000	100.000	20000000	-20000	-100	5000000	100000
309	scale-sign	5000000	-20000000	1000000	1000000	normal	5000	-20000	100.000	-20000000	-20000	-100	5000000	100000
310	scale-sign	5000000	-20000000	1000000	1000000	inverted	5000	-20000	100.000	-20000000	20000	100	5000000	100000
311	scale-sign	5000000	20000000	1000000	1000000	normal	5000	20000	100.000	20000000	20000	100	5000000	100000
312	scale-sign	5000000	20000000	1000000	1000000	inverted	5000	20000	100.000	20000000	-20000	-100	5000000	100000
313	scale-sign	5000000	-100000	1000000	1000	normal	5000	-100000	500.000	-100000000	-100000	-500	5000000	500000
314	scale-sign	5000000	-100000	1000000	1000	inverted	5000	-100000	500.000	-100000000	100000	500	5000000	500000
315	scale-sign	5000000	100000	1000000	1000	normal	5000	100000	500.000	100000000	100000	500	5000000	500000
316	scale-sign	5000000	100000	1000000	1000	inverted	5000	100000	500.000	100000000	-100000	-500	5000000	500000
317	scale-sign	5000000	-100000000	1000000	1000000	normal	5000	-100000	500.000	-100000000	-100000	-500	5000000	500000
318	scale-sign	5000000	-100000000	1000000	1000000	inverted	5000	-100000	500.000	-100000000	100000	500	5000000	500000
319	scale-sign	5000000	100000000	1000000	1000000	normal	5000	100000	500.000	100000000	100000	500	5000000	500000
320	scale-sign	5000000	100000000	1000000	1000000	inverted	5000	100000	500.000	100000000	-100000	-500	5000000	500000
321	scale-sign	9000	0	1000	1000	normal	9000	0	0.000	0	0	0	9000000	0
322	scale-sign	9000	0	1000	1000	inverted	9000	0	0.000	0	-0	-0	9000000	0
323	scale-sign	9000	0	1000	1000	normal	9000	0	0.000	0	0	0	9000000	0
324	scale-sign	9000	0	1000	1000	inverted	9000	0	0.000	0	-0	-0	9000000	0
325	scale-sign	9000	0	1000	1000000	normal	9000	0	0.000	0	0	0	9000000	0
326	scale-sign	9000	0	1000	1000000	inverted	9000	0	0.000	0	-0	-0	9000000	0
327	scale-sign	9000	0	1000	1000000	normal	9000	0	0.000	0	0	0	9000000	0
328	scale-sign	9000	0	1000	1000000	inverted	9000	0	0.000	0	-0	-0	9000000	0
329	scale-sign	9000	-1	1000	1000	normal	9000	-1	0.009	-1000	-1.000	-0.009	9000000	9
330	scale-sign	9000	-1	1000	1000	inverted	9000	-1	0.009	-1000	1.000	0.009	9000000	9
331	scale-sign	9000	1	1000	1000	normal	9000	1	0.009	1000	1.000	0.009	9000000	9
332	scale-sign	9000	1	1000	1000	inverted	9000	1	0.009	1000	-1.000	-0.009	9000000	9
333	scale-sign	9000	-1000	1000	1000000	normal	9000	-1	0.009	-1000	-1.000	-0.009	9000000	9
334	scale-sign	9000	-1000	1000	1000000	inverted	9000	-1	0.009	-1000	1.000	0.009	9000000	9
335	scale-sign	9000	1000	1000	1000000	normal	9000	1	0.009	1000	1.000	0.009	9000000	9
336	scale-sign	9000	1000	1000	1000000	inverted	9000	1	0.009	1000	-1.000	-0.009	9000000	9
337	scale-sign	9000	-30	1000	1000	normal	9000	-30	0.270	-30000	-30.00	-0.27	9000000	270
338	scale-sign	9000	-30	1000	1000	inverted	9000	-30	0.270	-30000	30.00	0.27	9000000	270
339	scale-sign	9000	30	1000	1000	normal	9000	30	0.270	30000	30.00	0.27	9000000	270
340	scale-sign	9000	30	1000	1000	inverted	9000	30	0.270	30000	-30.00	-0.27	9000000	270
341	scale-sign	9000	-30000	1000	1000000	normal	9000	-30	0.270	-30000	-30.00	-0.27	9000000	270
342	scale-sign	9000	-30000	1000	1000000	inverted	9000	-30	0.270	-30000	30.00	0.27	9000000	270
343	scale-sign	9000	30000	1000	1000000	normal	9000	30	0.270	30000	30.00	0.27	9000000	270
344	scale-sign	9000	30000	1000	1000000	inverted	9000	30	0.270	30000	-30.00	-0.27	9000000	270
345	scale-sign	9000	-31	1000	1000	normal	9000	-31	0.279	-31000	-31.000	-0.279	9000000	279
346	scale-sign	9000	-31	1000	1000	inverted	9000	-31	0.279	-31000	31.000	0.279	9000000	279
347	scale-sign	9000	31	1000	1000	normal	9000	31	0.279	31000	31.000	0.279	9000000	279
348	scale-sign	9000	31	1000	1000	inverted	9000	31	0.279	31000	-31.000	-0.279	9000000	279
349	scale-sign	9000	-31000	1000	1000000	normal	9000	-31	0.279	-31000	-31.000	-0.279	9000000	279
350	scale-sign	9000	-31000	1000	1000000	inverted	9000	-31	0.279	-31000	31.000	0.279	9000000	279
351	scale-sign	9000	31000	1000	1000000	normal	9000	31	0.279	31000	31.000	0.279	9000000	279
352	scale-sign	9000	31000	1000	1000000	inverted	9000	31	0.279	31000	-31.000	-0.279	9000000	279
353	scale-sign	9000	-50	1000	1000	normal	9000	-50	0.450	-50000	-50.00	-0.45	9000000	450
354	scale-sign	9000	-50	1000	1000	inverted	9000	-50	0.450	-50000	50.00	0.45	9000000	450
355	scale-sign	9000	50	1000	1000	normal	9000	50	0.450	50000	50.00	0.45	9000000	450
356	scale-sign	9000	50	1000	1000	inverted	9000	50	0.450	50000	-50.00	-0.45	9000000	450
357	scale-sign	9000	-50000	1000	1000000	normal	9000	-50	0.450	-50000	-50.00	-0.45	9000000	450
358	scale-sign	9000	-50000	1000	1000000	inverted	9000	-50	0.450	-50000	50.00	0.45	9000000	450
359	scale-sign	9000	50000	1000	1000000	normal	9000	50	0.450	50000	50.00	0.45	9000000	450
360	scale-sign	9000	50000	1000	1000000	inverted	9000	50	0.450	50000	-50.00	-0.45	9000000	450
361	scale-sign	9000	-51	1000	1000	normal	9000	-51	0.459	-51000	-51.000	-0.459	9000000	459
362	scale-sign	9000	-51	1000	1000	inverted	9000	-51	0.459	-51000	51.000	0.459	9000000	459
363	scale-sign	9000	51	1000	1000	normal	9000	51	0.459	51000	51.000	0.459	9000000	459
364	scale-sign	9000	51	1000	1000	inverted	9000	51	0.459	51000	-51.000	-0.459	9000000	459
365	scale-sign	9000	-51000	1000	1000000	normal	9000	-51	0.459	-51000	-51.000	-0.459	9000000	459
366	scale-sign	9000	-51000	1000	1000000	inverted	9000	-51	0.459	-51000	51.000	0.459	9000000	459
367	scale-sign	9000	51000	1000	1000000	normal	9000	51	0.459	51000	51.000	0.459	9000000	459
368	scale-sign	9000	51000	1000	1000000	inverted	9000	51	0.459	51000	-51.000	-0.459	9000000	459
369	scale-sign	9000	-895	1000	1000	normal	9000	-895	8.055	-895000	-895.000	-8.055	9000000	8055
370	scale-sign	9000	-895	1000	1000	inverted	9000	-895	8.055	-895000	895.000	8.055	9000000	8055
371	scale-sign	9000	895	1000	1000	normal	9000	895	8.055	895000	895.000	8.055	9000000	8055
372	scale-sign	9000	895	1000	1000	inverted	9000	895	8.055	895000	-895.000	-8.055	9000000	8055
373	scale-sign	9000	-895000	1000	1000000	normal	9000	-895	8.055	-895000	-895.000	-8.055	9000000	8055
374	scale-sign	9000	-895000	1000	1000000	inverted	9000	-895	8.055	-895000	895.000	8.055	9000000	8055
375	scale-sign	9000	895000	1000	1000000	normal	9000	895	8.055	895000	895.000	8.055	9000000	8055
376	scale-sign	9000	895000	1000	1000000	inverted	9000	895	8.055	895000	-895.000	-8.055	9000000	8055
377	scale-sign	9000	-2000	1000	1000	normal	9000	-2000	18.000	-2000000	-2000	-18	9000000	18000
378	scale-sign	9000	-2000	1000	1000	inverted	9000	-2000	18.000	-2000000	2000	18	9000000	18000
379	scale-sign	9000	2000	1000	1000	normal	9000	2000	18.000	2000000	2000	18	9000000	18000
380	scale-sign	9000	2000	1000	1000	inverted	9000	2000	18.000	2000000	-2000	-18	9000000	18000
381	scale-sign	9000	-2000000	1000	1000000	normal	9000	-2000	18.000	-2000000	-2000	-18	9000000	18000
382	scale-sign	9000	-2000000	1000	1000000	inverted	9000	-2000	18.000	-2000000	2000	18	9000000	18000
383	scale-sign	9000	2000000	1000	1000000	normal	9000	2000	18.000	2000000	2000	18	9000000	18000
384	scale-sign	9000	2000000	1000	1000000	inverted	9000	2000	18.000	2000000	-2000	-18	9000000	18000
385	scale-sign	9000	-20000	1000	1000	normal	9000	-20000	180.000	-20000000	-20000	-180	9000000	180000
386	scale-sign	9000	-20000	1000	1000	inverted	9000	-20000	180.000	-20000000	20000	180	9000000	180000
387	scale-sign	9000	20000	1000	1000	normal	9000	20000	180.000	20000000	20000	180	9000000	180000
388	scale-sign	9000	20000	1000	1000	inverted	9000	20000	180.000	20000000	-20000	-180	9000000	180000
389	scale-sign	9000	-20000000	1000	1000000	normal	9000	-20000	180.000	-20000000	-20000	-180	9000000	180000
390	scale-sign	9000	-20000000	1000	1000000	inverted	9000	-20000	180.000	-20000000	20000	180	9000000	180000
391	scale-sign	9000	20000000	1000	1000000	normal	9000	20000	180.000	20000000	20000	180	9000000	180000
392	scale-sign	9000	20000000	1000	1000000	inverted	9000	20000	180.000	20000000	-20000	-180	9000000	180000
393	scale-sign	9000	-100000	1000	1000	normal	9000	-100000	900.000	-100000000	-100000	-900	9000000	900000
394	scale-sign	9000	-100000	1000	1000	inverted	9000	-100000	900.000	-100000000	100000	900	9000000	900000
395	scale-sign	9000	100000	1000	1000	normal	9000	100000	900.000	100000000	100000	900	9000000	900000
396	scale-sign	9000	100000	1000	1000	inverted	9000	100000	900.000	100000000	-100000	-900	9000000	900000
397	scale-sign	9000	-100000000	1000	1000000	normal	9000	-100000	900.000	-100000000	-100000	-900	9000000	900000
398	scale-sign	9000	-100000000	1000	1000000	inverted	9000	-100000	900.000	-100000000	100000	900	9000000	900000
399	scale-sign	9000	100000000	1000	1000000	normal	9000	100000	900.000	100000000	100000	900	9000000	900000
400	scale-sign	9000	100000000	1000	1000000	inverted	9000	100000	900.000	100000000	-100000	-900	9000000	900000
401	scale-sign	9000000	0	1000000	1000	normal	9000	0	0.000	0	0	0	9000000	0
402	scale-sign	9000000	0	1000000	1000	inverted	9000	0	0.000	0	-0	-0	9000000	0
403	scale-sign	9000000	0	1000000	1000	normal	9000	0	0.000	0	0	0	9000000	0
404	scale-sign	9000000	0	1000000	1000	inverted	9000	0	0.000	0	-0	-0	9000000	0
405	scale-sign	9000000	0	1000000	1000000	normal	9000	0	0.000	0	0	0	9000000	0
406	scale-sign	9000000	0	1000000	1000000	inverted	9000	0	0.000	0	-0	-0	9000000	0
407	scale-sign	9000000	0	1000000	1000000	normal	9000	0	0.000	0	0	0	9000000	0
408	scale-sign	9000000	0	1000000	1000000	inverted	9000	0	0.000	0	-0	-0	9000000	0
409	scale-sign	9000000	-1	1000000	1000	normal	9000	-1	0.009	-1000	-1.000	-0.009	9000000	9
410	scale-sign	9000000	-1	1000000	1000	inverted	9000	-1	0.009	-1000	1.000	0.009	9000000	9
411	scale-sign	9000000	1	1000000	1000	normal	9000	1	0.009	1000	1.000	0.009	9000000	9
412	scale-sign	9000000	1	1000000	1000	inverted	9000	1	0.009	1000	-1.000	-0.009	9000000	9
413	scale-sign	9000000	-1000	1000000	1000000	normal	9000	-1	0.009	-1000	-1.000	-0.009	9000000	9
414	scale-sign	9000000	-1000	1000000	1000000	inverted	9000	-1	0.009	-1000	1.000	0.009	9000000	9
415	scale-sign	9000000	1000	1000000	1000000	normal	9000	1	0.009	1000	1.000	0.009	9000000	9
416	scale-sign	9000000	1000	1000000	1000000	inverted	9000	1	0.009	1000	-1.000	-0.009	9000000	9
417	scale-sign	9000000	-30	1000000	1000	normal	9000	-30	0.270	-30000	-30.00	-0.27	9000000	270
418	scale-sign	9000000	-30	1000000	1000	inverted	9000	-30	0.270	-30000	30.00	0.27	9000000	270
419	scale-sign	9000000	30	1000000	1000	normal	9000	30	0.270	30000	30.00	0.27	9000000	270
420	scale-sign	9000000	30	1000000	1000	inverted	9000	30	0.270	30000	-30.00	-0.27	9000000	270
421	scale-sign	9000000	-30000	1000000	1000000	normal	9000	-30	0.270	-30000	-30.00	-0.27	9000000	270
422	scale-sign	9000000	-30000	1000000	1000000	inverted	9000	-30	0.270	-30000	30.00	0.27	9000000	270
423	scale-sign	9000000	30000	1000000	1000000	normal	9000	30	0.270	30000	30.00	0.27	9000000	270
424	scale-sign	9000000	30000	1000000	1000000	inverted	9000	30	0.270	30000	-30.00	-0.27	9000000	270
425	scale-sign	9000000	-31	1000000	1000	normal	9000	-31	0.279	-31000	-31.000	-0.279	9000000	279
426	scale-sign	9000000	-31	1000000	1000	inverted	9000	-31	0.279	-31000	31.000	0.279	9000000	279
427	scale-sign	9000000	31	1000000	1000	normal	9000	31	0.279	31000	31.000	0.279	9000000	279
428	scale-sign	9000000	31	1000000	1000	inverted	9000	31	0.279	31000	-31.000	-0.279	9000000	279
429	scale-sign	9000000	-31000	1000000	1000000	normal	9000	-31	0.279	-31000	-31.000	-0.279	9000000	279
430	scale-sign	9000000	-31000	1000000	1000000	inverted	9000	-31	0.279	-31000	31.000	0.279	9000000	279
431	scale-sign	9000000	31000	1000000	1000000	normal	9000	31	0.279	31000	31.000	0.279	9000000	279
432	scale-sign	9000000	31000	1000000	1000000	inverted	9000	31	0.279	31000	-31.000	-0.279	9000000	279
433	scale-sign	9000000	-50	1000000	1000	normal	9000	-50	0.450	-50000	-50.00	-0.45	9000000	450
434	scale-sign	9000000	-50	1000000	1000	inverted	9000	-50	0.450	-50000	50.00	0.45	9000000	450
435	scale-sign	9000000	50	1000000	1000	normal	9000	50	0.450	50000	50.00	0.45	9000000	450
436	scale-sign	9000000	50	1000000	1000	inverted	9000	50	0.450	50000	-50.00	-0.45	9000000	450
437	scale-sign	9000000	-50000	1000000	1000000	normal	9000	-50	0.450	-50000	-50.00	-0.45	9000000	450
438	scale-sign	9000000	-50000	1000000	1000000	inverted	9000	-50	0.450	-50000	50.00	0.45	9000000	450
439	scale-sign	9000000	50000	1000000	1000000	normal	9000	50	0.450	50000	50.00	0.45	9000000	450
440	scale-sign	9000000	50000	1000000	1000000	inverted	9000	50	0.450	50000	-50.00	-0.45	9000000	450
441	scale-sign	9000000	-51	1000000	1000	normal	9000	-51	0.459	-51000	-51.000	-0.459	9000000	459
442	scale-sign	9000000	-51	1000000	1000	inverted	9000	-51	0.459	-51000	51.000	0.459	9000000	459
443	scale-sign	9000000	51	1000000	1000	normal	9000	51	0.459	51000	51.000	0.459	9000000	459
444	scale-sign	9000000	51	1000000	1000	inverted	9000	51	0.459	51000	-51.000	-0.459	9000000	459
445	scale-sign	9000000	-51000	1000000	1000000	normal	9000	-51	0.459	-51000	-51.000	-0.459	9000000	459
446	scale-sign	9000000	-51000	1000000	1000000	inverted	9000	-51	0.459	-51000	51.000	0.459	9000000	459
447	scale-sign	9000000	51000	1000000	1000000	normal	9000	51	0.459	51000	51.000	0.459	9000000	459
448	scale-sign	9000000	51000	1000000	1000000	inverted	9000	51	0.459	51000	-51.000	-0.459	9000000	459
449	scale-sign	9000000	-895	1000000	1000	normal	9000	-895	8.055	-895000	-895.000	-8.055	9000000	8055
450	scale-sign	9000000	-895	1000000	1000	inverted	9000	-895	8.055	-895000	895.000	8.055	9000000	8055
451	scale-sign	9000000	895	1000000	1000	normal	9000	895	8.055	895000	895.000	8.055	9000000	8055
452	scale-sign	9000000	895	1000000	1000	inverted	9000	895	8.055	895000	-895.000	-8.055	9000000	8055
453	scale-sign	9000000	-895000	1000000	1000000	normal	9000	-895	8.055	-895000	-895.000	-8.055	9000000	8055
454	scale-sign	9000000	-895000	1000000	1000000	inverted	9000	-895	8.055	-895000	895.000	8.055	9000000	8055
455	scale-sign	9000000	895000	1000000	1000000	normal	9000	895	8.055	895000	895.000	8.055	9000000	8055
456	scale-sign	9000000	895000	1000000	1000000	inverted	9000	895	8.055	895000	-895.000	-8.055	9000000	8055
457	scale-sign	9000000	-2000	1000000	1000	normal	9000	-2000	18.000	-2000000	-2000	-18	9000000	18000
458	scale-sign	9000000	-2000	1000000	1000	inverted	9000	-2000	18.000	-2000000	2000	18	9000000	18000
459	scale-sign	9000000	2000	1000000	1000	normal	9000	2000	18.000	2000000	2000	18	9000000	18000
460	scale-sign	9000000	2000	1000000	1000	inverted	9000	2000	18.000	2000000	-2000	-18	9000000	18000
461	scale-sign	9000000	-2000000	1000000	1000000	normal	9000	-2000	18.000	-2000000	-2000	-18	9000000	18000
462	scale-sign	9000000	-2000000	1000000	1000000	inverted	9000	-2000	18.000	-2000000	2000	18	9000000	18000
463	scale-sign	9000000	2000000	1000000	1000000	normal	9000	2000	18.000	2000000	2000	18	9000000	18000
464	scale-sign	9000000	2000000	1000000	1000000	inverted	9000	2000	18.000	2000000	-2000	-18	9000000	18000
465	scale-sign	9000000	-20000	1000000	1000	normal	9000	-20000	180.000	-20000000	-20000	-180	9000000	180000
466	scale-sign	9000000	-20000	1000000	1000	inverted	9000	-20000	180.000	-20000000	20000	180	9000000	180000
467	scale-sign	9000000	20000	1000000	1000	normal	9000	20000	180.000	20000000	20000	180	9000000	180000
468	scale-sign	9000000	20000	1000000	1000	inverted	9000	20000	180.000	20000000	-20000	-180	9000000	180000
469	scale-sign	9000000	-20000000	1000000	1000000	normal	9000	-20000	180.000	-20000000	-20000	-180	9000000	180000
470	scale-sign	9000000	-20000000	1000000	1000000	inverted	9000	-20000	180.000	-20000000	20000	180	9000000	180000
471	scale-sign	9000000	20000000	1000000	1000000	normal	9000	20000	180.000	20000000	20000	180	9000000	180000
472	scale-sign	9000000	20000000	1000000	1000000	inverted	9000	20000	180.000	20000000	-20000	-180	9000000	180000
473	scale-sign	9000000	-100000	1000000	1000	normal	9000	-100000	900.000	-100000000	-100000	-900	9000000	900000
474	scale-sign	9000000	-100000	1000000	1000	inverted	9000	-100000	900.000	-100000000	100000	900	9000000	900000
475	scale-sign	9000000	100000	1000000	1000	normal	9000	100000	900.000	100000000	100000	900	9000000	900000
476	scale-sign	9000000	100000	1000000	1000	inverted	9000	100000	900.000	100000000	-100000	-900	9000000	900000
477	scale-sign	9000000	-100000000	1000000	1000000	normal	9000	-100000	900.000	-100000000	-100000	-900	9000000	900000
478	scale-sign	9000000	-100000000	1000000	1000000	inverted	9000	-100000	900.000	-100000000	100000	900	9000000	900000
479	scale-sign	9000000	100000000	1000000	1000000	normal	9000	100000	900.000	100000000	100000	900	9000000	900000
480	scale-sign	9000000	100000000	1000000	1000000	inverted	9000	100000	900.000	100000000	-100000	-900	9000000	900000
481	scale-sign	50000	0	1000	1000	normal	50000	0	0.000	0	0	0	50000000	0
482	scale-sign	50000	0	1000	1000	inverted	50000	0	0.000	0	-0	-0	50000000	0
483	scale-sign	50000	0	1000	1000	normal	50000	0	0.000	0	0	0	50000000	0
484	scale-sign	50000	0	1000	1000	inverted	50000	0	0.000	0	-0	-0	50000000	0
485	scale-sign	50000	0	1000	1000000	normal	50000	0	0.000	0	0	0	50000000	0
486	scale-sign	50000	0	1000	1000000	inverted	50000	0	0.000	0	-0	-0	50000000	0
487	scale-sign	50000	0	1000	1000000	normal	50000	0	0.000	0	0	0	50000000	0
488	scale-sign	50000	0	1000	1000000	inverted	50000	0	0.000	0	-0	-0	50000000	0
489	scale-sign	50000	-1	1000	1000	normal	50000	-1	0.050	-1000	-1.000	-0.050	50000000	50
490	scale-sign	50000	-1	1000	1000	inverted	50000	-1	0.050	-1000	1.000	0.050	50000000	50
491	scale-sign	50000	1	1000	1000	normal	50000	1	0.050	1000	1.000	0.050	50000000	50
492	scale-sign	50000	1	1000	1000	inverted	50000	1	0.050	1000	-1.000	-0.050	50000000	50
493	scale-sign	50000	-1000	1000	1000000	normal	50000	-1	0.050	-1000	-1.000	-0.050	50000000	50
494	scale-sign	50000	-1000	1000	1000000	inverted	50000	-1	0.050	-1000	1.000	0.050	50000000	50
495	scale-sign	50000	1000	1000	1000000	normal	50000	1	0.050	1000	1.000	0.050	50000000	50
496	scale-sign	50000	1000	1000	1000000	inverted	50000	1	0.050	1000	-1.000	-0.050	50000000	50
497	scale-sign	50000	-30	1000	1000	normal	50000	-30	1.500	-30000	-30.00	-1.50	50000000	1500
498	scale-sign	50000	-30	1000	1000	inverted	50000	-30	1.500	-30000	30.00	1.50	50000000	1500
499	scale-sign	50000	30	1000	1000	normal	50000	30	1.500	30000	30.00	1.50	50000000	1500
500	scale-sign	50000	30	1000	1000	inverted	50000	30	1.500	30000	-30.00	-1.50	50000000	1500
501	scale-sign	50000	-30000	1000	1000000	normal	50000	-30	1.500	-30000	-30.00	-1.50	50000000	1500
502	scale-sign	50000	-30000	1000	1000000	inverted	50000	-30	1.500	-30000	30.00	1.50	50000000	1500
503	scale-sign	50000	30000	1000	1000000	normal	50000	30	1.500	30000	30.00	1.50	50000000	1500
504	scale-sign	50000	30000	1000	1000000	inverted	50000	30	1.500	30000	-30.00	-1.50	50000000	1500
505	scale-sign	50000	-31	1000	1000	normal	50000	-31	1.550	-31000	-31.000	-1.550	50000000	1550
506	scale-sign	50000	-31	1000	1000	inverted	50000	-31	1.550	-31000	31.000	1.550	50000000	1550
507	scale-sign	50000	31	1000	1000	normal	50000	31	1.550	31000	31.000	1.550	50000000	1550
508	scale-sign	50000	31	1000	1000	inverted	50000	31	1.550	31000	-31.000	-1.550	50000000	1550
509	scale-sign	50000	-31000	1000	1000000	normal	50000	-31	1.550	-31000	-31.000	-1.550	50000000	1550
510	scale-sign	50000	-31000	1000	1000000	inverted	50000	-31	1.550	-31000	31.000	1.550	50000000	1550
511	scale-sign	50000	31000	1000	1000000	normal	50000	31	1.550	31000	31.000	1.550	50000000	1550
512	scale-sign	50000	31000	1000	1000000	inverted	50000	31	1.550	31000	-31.000	-1.550	50000000	1550
513	scale-sign	50000	-50	1000	1000	normal	50000	-50	2.500	-50000	-50.00	-2.50	50000000	2500
514	scale-sign	50000	-50	1000	1000	inverted	50000	-50	2.500	-50000	50.00	2.50	50000000	2500
515	scale-sign	50000	50	1000	1000	normal	50000	50	2.500	50000	50.00	2.50	50000000	2500
516	scale-sign	50000	50	1000	1000	inverted	50000	50	2.500	50000	-50.00	-2.50	50000000	2500
517	scale-sign	50000	-50000	1000	1000000	normal	50000	-50	2.500	-50000	-50.00	-2.50	50000000	2500
518	scale-sign	50000	-50000	1000	1000000	inverted	50000	-50	2.500	-50000	50.00	2.50	50000000	2500
519	scale-sign	50000	50000	1000	1000000	normal	50000	50	2.500	50000	50.00	2.50	50000000	2500
520	scale-sign	50000	50000	1000	1000000	inverted	50000	50	2.500	50000	-50.00	-2.50	50000000	2500
521	scale-sign	50000	-51	1000	1000	normal	50000	-51	2.550	-51000	-51.000	-2.550	50000000	2550
522	scale-sign	50000	-51	1000	1000	inverted	50000	-51	2.550	-51000	51.000	2.550	50000000	2550
523	scale-sign	50000	51	1000	1000	normal	50000	51	2.550	51000	51.000	2.550	50000000	2550
524	scale-sign	50000	51	1000	1000	inverted	50000	51	2.550	51000	-51.000	-2.550	50000000	2550
